GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	Group	Category	Species
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	NCC_Cranial_c	76.9	SOK	S1	NCC_Cranial	Embryonic	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	NCC_default_b	71.94	SOK	S1	NCC_default	Embryonic	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	NCC_Enteric_b	80.48	SOK	S1	NCC_Enteric	Embryonic	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	NCC_Melano_biased_b	83.25	SOK	S1	NCC_Melano	Embryonic	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Neuroblastoma	71.88	OK	S1	Neuroblastoma	Neuronal	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	NPC_a	84.25	SOK	S1	NPC	Neuronal	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	NPC_b	80.21	SOK	S1	NPC	Neuronal	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Oocyte_a_A	100	N	S1	Oocyte	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Ovary_a	81.24	LOW	S1	Ovary	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Ovary_b	84.93	SOK	S1	Ovary	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Acinar_old	92.35	OK	S1	Pancreas_Acinar	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Acinar_y	93.27	OK	S1	Pancreas_Acinar	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Alpha_old	85.61	SOK	S1	Pancreas_Alpha	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Alpha_y	86.36	SOK	S1	Pancreas_Alpha	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Beta_old	87.11	SOK	S1	Pancreas_Beta	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Beta_y	89.71	SOK	S1	Pancreas_Beta	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Duct_old	78.96	SOK	S1	Pancreas_Duct	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Pancreas_Duct_y	88.78	SOK	S1	Pancreas_Duct	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Placenta_a	82.22	SOK	S1	Placenta	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Placenta_b	88.78	OK	S1	Placenta	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Placenta_c	83.4	SOK	S1	Placenta	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Placenta_Epith	88.92	SOK	S1	Placenta_Epith	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Prostate_b	93.91	SOK	S1	Prostate	Glandular	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Prostate_c	88.04	SOK	S1	Prostate	Glandular	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Prostate_d	88.51	SOK	S1	Prostate	Glandular	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Retina_a	77.02	SOK	S1	Retina	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Retina_macular	84.87	SOK	S1	Retina	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Retina_peripheral	81.55	SOK	S1	Retina	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Skin	64.75	SOK	S1	Skin	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Small_intestine	90.66	SOK	S1	Small_intestine	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Spleen_a	88.32	SOK	S1	Spleen	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Spleen_b	93.23	SOK	S1	Spleen	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Stomach_a	82.01	SOK	S1	Stomach	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Stomach_b	88.49	SOK	S1	Stomach	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Sup_Temporal_Gyrus	87.99	SOK	S1	Sup_Temporal_Gyrus	Neuronal	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Testis_a	92.04	SOK	S1	Testis	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Testis_b	92.76	SOK	S1	Testis	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Testis_c	94.64	SOK	S1	Testis	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Thymus_a	90.34	SOK	S1	Thymus	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Thymus_b	89.4	SOK	S1	Thymus	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Thyroid_b	90.57	SOK	S1	Thyroid	Glandular	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Thyroid_c	88.9	SOK	S1	Thyroid	Glandular	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Thyroid_d	79.04	SOK	S1	Thyroid	Glandular	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	WBC_d	87.92	SOK	S1	WBC	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	WBC_e	88.11	SOK	S1	WBC	Other	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Whole_Brain_b	86.69	SOK	S1	Whole_Brain	Neuronal	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Zygote_a_A	82.99	VLOW	S1	Zygote	Other	Human
