GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	Group	Category	Species
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Erythroblasts_b	73.36	VLOW	S1	Erythroblasts	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	ESC_CGR8	88.01	SOK	S1	ESC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	ESC_D3	94.11	SOK	S1	ESC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	ESC_E14	82.8	SOK	S1	ESC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	ESC_J1	90.79	SOK	S1	ESC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	ESC_OS25_TT2	92.62	SOK	S1	ESC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	ESC_v65	91.1	SOK	S1	ESC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Eye_a	83.93	SOK	S1	Eye	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Eye_b	85.13	SOK	S1	Eye	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Eye_c	84.38	SOK	S1	Eye	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	FatPad_a	69.29	VLOW	S1	Fat_Pad	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	FatPad_b	59.04	N	S1	Fat_Pad	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Frontal_Lobe	89.05	SOK	S1	Frontal_Lobe	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	GMP_a	100	SOK	S1	CMP	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	GMP_b	86.34	SOK	S1	CMP	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Heart_a	83.43	OK	S1	Heart	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Heart_b	70.95	N	S1	Heart	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Heart_c	88.78	SOK	S1	Heart	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Heart_d	85.99	LOW	S1	Heart	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Hippocampus	94.2	SOK	S1	Hippocampus	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	HSC_a	86.49	SOK	S1	HSC	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	HSC_b	75.89	VLOW	S1	HSC	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	HSC_c	90.47	SOK	S1	HSC	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Hypothalamus	83.09	SOK	S1	Hypothalamus	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Intestine_small_a	0	N	S1	Intestine	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Intestine_small_b	81.31	SOK	S1	Intestine	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	iPS_a	87.49	SOK	S1	iPSC	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	iPS_b	86.8	SOK	S1	iPSC	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Keratinocytes	100	N	S1	Keratinocytes	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Kidney_a	87.09	OK	S1	Kidney	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Kidney_b	91.29	SOK	S1	Kidney	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Kidney_c	88.94	SOK	S1	Kidney	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Liver_a	87.12	OK	S1	Liver	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Liver_b	77.82	SOK	S1	Liver	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Liver_c	77.22	SOK	S1	Liver	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Lung_a	90	OK	S1	Lung	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Lung_c	90	SOK	S1	Lung	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Lung_d	94.79	SOK	S1	Lung	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Lymph_node_a	87.18	SOK	S1	Lymph_node	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Lymph_node_b	86.62	OK	S1	Lymph_node	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MammGland_a	73.61	N	S1	MammGland	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MammGland_b	81.34	OK	S1	MammGland	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MammGland_c	73.61	N	S1	MammGland	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MDP	87.29	SOK	S1	MDP	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MEF_a	88.61	SOK	S1	MEF	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MEF_b	88.74	SOK	S1	MEF	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MEF_c	96.42	SOK	S1	MEF	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MEP_a	79.12	SOK	S1	MEP	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MEP_b	86.51	SOK	S1	MEP	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Microglia	100	N	S1	Microglia	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Monocytes_ab	89.95	SOK	S1	Monocytes	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Monocytes_c	94.87	SOK	S1	Monocytes	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	MSC	91.37	SOK	S1	MSC	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Muscle_a	100	N	S1	Muscle	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Muscle_b	100	OK	S1	Muscle	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Muscle_c	81.22	VLOW	S1	Muscle	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Myelinated_Oligod	100	N	S1	Myelinated_Oligod	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Myoblast_0h	71.1	VLOW	S1	Myoblast_0h	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Myoblast_120h	100	N	S1	Myoblast_120h	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Myoblast_168h	100	N	S1	Myoblast_168h	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Myoblast_60h	100	N	S1	Myoblast_60h	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Neurons_a	91.41	SOK	S1	Neurons	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Neurons_b	81.46	SOK	S1	Neurons	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Neurons_KCl_0h	89.82	SOK	S1	Neurons_KCl_0h	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Neurons_KCl_3h	83.94	SOK	S1	Neurons_KCl_3h	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	New_Oligod	69.85	OK	S1	New_Oligod	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	NPC_a	90.78	SOK	S1	NPC	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	NPC_c	90.25	SOK	S1	NPC	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	NPC_d	86.37	SOK	S1	NPC	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	OligodPC	89.7	SOK	S1	OligodPC	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Oocyte_a	93.74	SOK	S1	Oocyte	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Oocyte_b	90.93	SOK	S1	Oocyte	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Ovary_a	0	N	S1	Ovary	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Ovary_b	89.91	SOK	S1	Ovary	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	PGC_E13_5	100	SOK	S1	PGC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	PGC_E9_5_11_5	88.26	SOK	S1	PGC	Embryonic	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Placenta_a	90.26	SOK	S1	Placenta	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Placenta_c	86.97	SOK	S1	Placenta	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Placenta_d	87.72	SOK	S1	Placenta	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Prostate_a	88.59	LOW	S1	Prostate	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Prostate_b	87.95	SOK	S1	Prostate	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Retina_a	87.44	SOK	S1	Retina	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Retina_b	80.98	SOK	S1	Retina	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Retina_c	90.04	SOK	S1	Retina	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Skin_a	86.6	OK	S1	Skin	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Skin_b	89.53	OK	S1	Skin	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Skin_c	94.94	OK	S1	Skin	Epithelial	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Spleen_a	84.58	SOK	S1	Spleen	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Spleen_b	87.54	SOK	S1	Spleen	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Spleen_c	84.46	SOK	S1	Spleen	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Stomach	NA	N	S1	Stomach	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Stomach_b	83.56	SOK	S1	Stomach	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Stomach_c	73.8	LOW	S1	Stomach	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Testis_a	93.55	SOK	S1	Testis	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Testis_b	85.4	VLOW	S1	Testis	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Testis_c	94.72	SOK	S1	Testis	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Thalamus	88.54	SOK	S1	Thalamus	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Thymus_a	61.97	VLOW	S1	Thymus	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Thymus_b	87.25	SOK	S1	Thymus	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Thymus_c	85.35	SOK	S1	Thymus	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Thyroid_a	89.29	SOK	S1	Thyroid	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Thyroid_b	92.81	SOK	S1	Thyroid	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Uterus	94.17	SOK	S1	Uterus	Other	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Ventricular_Zone	94.31	OK	S1	Ventricular_Zone	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	White_Adipose	85.05	SOK	S1	White_Adipose	Glandular	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Whole_Brain_a	91.96	OK	S1	Whole_Brain	Neuronal	Mouse
Suz12	MmuEX0045831	chr11:79999057-79999125	69	chr11:79995809,79999057-79999125,80007513	S	Whole_Brain_b	98.76	SOK	S1	Whole_Brain	Neuronal	Mouse
