GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	Group_Name	Stage	Num	Run	Stage_Pretty	Species
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	EightCell3_cell2	8.66	OK	S1	Yan et al. 2013	EightCell	cell2	SRR490986	8-cell	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	EightCell3_cell3	42.42	LOW	S1	Yan et al. 2013	EightCell	cell3	SRR490987	8-cell	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	EightCell3_cell4	95.99	OK	S1	Yan et al. 2013	EightCell	cell4	SRR490988	8-cell	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	EightCell3_cell5	100	SOK	S1	Yan et al. 2013	EightCell	cell5	SRR490989	8-cell	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	EightCell3_cell7	74.12	OK	S1	Yan et al. 2013	EightCell	cell7	SRR490991	8-cell	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	EightCell3_cell8	52.55	SOK	S1	Yan et al. 2013	EightCell	cell8	SRR490992	8-cell	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P0_cell10	100	SOK	S1	Yan et al. 2013	hESC	cell10	SRR491045	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P0_cell4	80.15	OK	S1	Yan et al. 2013	hESC	cell4	SRR491039	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P0_cell5	100	OK	S1	Yan et al. 2013	hESC	cell5	SRR491040	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P0_cell6	56.07	OK	S1	Yan et al. 2013	hESC	cell6	SRR491041	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P0_cell7	70.13	OK	S1	Yan et al. 2013	hESC	cell7	SRR491042	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P0_cell8	100	OK	S1	Yan et al. 2013	hESC	cell8	SRR491043	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell1	95.32	OK	S1	Yan et al. 2013	hESC	cell1	SRR491065	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell11	64.45	SOK	S1	Yan et al. 2013	hESC	cell11	SRR491075	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell13	100	OK	S1	Yan et al. 2013	hESC	cell13	SRR491077	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell14	100	VLOW	S1	Yan et al. 2013	hESC	cell14	SRR491078	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell15	57.22	LOW	S1	Yan et al. 2013	hESC	cell15	SRR491079	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell16	100	OK	S1	Yan et al. 2013	hESC	cell16	SRR491080	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell17	58.98	OK	S1	Yan et al. 2013	hESC	cell17	SRR491081	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell18	100	OK	S1	Yan et al. 2013	hESC	cell18	SRR491082	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell19	76.02	OK	S1	Yan et al. 2013	hESC	cell19	SRR491083	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell2	100	LOW	S1	Yan et al. 2013	hESC	cell2	SRR491066	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell20	100	SOK	S1	Yan et al. 2013	hESC	cell20	SRR491084	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell22	88.85	VLOW	S1	Yan et al. 2013	hESC	cell22	SRR491086	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell23	100	SOK	S1	Yan et al. 2013	hESC	cell23	SRR491087	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell26	100	SOK	S1	Yan et al. 2013	hESC	cell26	SRR491090	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell4	63.3	VLOW	S1	Yan et al. 2013	hESC	cell4	SRR491068	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell5	100	OK	S1	Yan et al. 2013	hESC	cell5	SRR491069	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell6	100	VLOW	S1	Yan et al. 2013	hESC	cell6	SRR491070	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	hESC-P10_cell8	85.94	OK	S1	Yan et al. 2013	hESC	cell8	SRR491072	ESC	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell1	18.51	OK	S1	Yan et al. 2013	LateBlastocyst	cell1	SRR491009	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell10	100	SOK	S1	Yan et al. 2013	LateBlastocyst	cell10	SRR491018	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell11	69.26	VLOW	S1	Yan et al. 2013	LateBlastocyst	cell11	SRR491019	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell12	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell12	SRR491020	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell2	100	SOK	S1	Yan et al. 2013	LateBlastocyst	cell2	SRR491010	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell3	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell3	SRR491011	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell5	41.94	LOW	S1	Yan et al. 2013	LateBlastocyst	cell5	SRR491013	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell6	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell6	SRR491014	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell7	82.4	SOK	S1	Yan et al. 2013	LateBlastocyst	cell7	SRR491015	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell8	38.43	OK	S1	Yan et al. 2013	LateBlastocyst	cell8	SRR491016	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst1_cell9	92.24	SOK	S1	Yan et al. 2013	LateBlastocyst	cell9	SRR491017	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell1	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell1	SRR491021	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell10	100	SOK	S1	Yan et al. 2013	LateBlastocyst	cell10	SRR491030	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell2	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell2	SRR491022	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell3	100	VLOW	S1	Yan et al. 2013	LateBlastocyst	cell3	SRR491023	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell4	100	SOK	S1	Yan et al. 2013	LateBlastocyst	cell4	SRR491024	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell5	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell5	SRR491025	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell6	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell6	SRR491026	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst2_cell8	100	OK	S1	Yan et al. 2013	LateBlastocyst	cell8	SRR491028	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst3_cell2	100	VLOW	S1	Yan et al. 2013	LateBlastocyst	cell2	SRR491032	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst3_cell3	100	SOK	S1	Yan et al. 2013	LateBlastocyst	cell3	SRR491033	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst3_cell4	100	LOW	S1	Yan et al. 2013	LateBlastocyst	cell4	SRR491034	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst3_cell5	100	SOK	S1	Yan et al. 2013	LateBlastocyst	cell5	SRR491035	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst3_cell7	87.39	SOK	S1	Yan et al. 2013	LateBlastocyst	cell7	SRR491037	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	LateBlastocyst3_cell8	9.32	OK	S1	Yan et al. 2013	LateBlastocyst	cell8	SRR491038	Blastocyst	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae1_cell2	97.31	OK	S1	Yan et al. 2013	Morulae	cell2	SRR490994	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae1_cell3	100	OK	S1	Yan et al. 2013	Morulae	cell3	SRR490995	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae1_cell4	64.97	SOK	S1	Yan et al. 2013	Morulae	cell4	SRR490996	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae1_cell5	65.45	OK	S1	Yan et al. 2013	Morulae	cell5	SRR490997	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae1_cell6	100	SOK	S1	Yan et al. 2013	Morulae	cell6	SRR490998	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae1_cell7	86.48	LOW	S1	Yan et al. 2013	Morulae	cell7	SRR490999	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae1_cell8	32.62	OK	S1	Yan et al. 2013	Morulae	cell8	SRR491000	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell1	76.31	OK	S1	Yan et al. 2013	Morulae	cell1	SRR491001	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell2	55.72	OK	S1	Yan et al. 2013	Morulae	cell2	SRR491002	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell3	56.41	LOW	S1	Yan et al. 2013	Morulae	cell3	SRR491003	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell4	87.71	OK	S1	Yan et al. 2013	Morulae	cell4	SRR491004	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell5	100	OK	S1	Yan et al. 2013	Morulae	cell5	SRR491005	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell6	89.32	LOW	S1	Yan et al. 2013	Morulae	cell6	SRR491006	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell7	87.04	OK	S1	Yan et al. 2013	Morulae	cell7	SRR491007	Morula	Human
SUZ12	HsaEX0063029	chr17:31947617-31947685	69	chr17:31940486,31947617-31947685,31966147	C1	Morulae2_cell8	71.2	VLOW	S1	Yan et al. 2013	Morulae	cell8	SRR491008	Morula	Human
