GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	Group	Category	Species
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Embr_Sphere_A	100	SOK	S1	Embryonic	Embryonic	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Gills_A	100	OK	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Head	100	N	S1	Neuronal	Neuronal	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Heart_A	100	OK	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Intestine_A	100	VLOW	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Kidney_A	100	SOK	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Liver_A	100	N	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Muscle_A	100	LOW	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Muscle_B	100	N	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Neurons_HuC_72hpf	100	OK	S1	Neuronal	Neuronal	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Neurons_SpCord	100	SOK	S1	Neuronal	Neuronal	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Ovary_A	100	SOK	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Pancreas_CAC	100	OK	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Pancreas_nonCAC	100	LOW	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Pect_Fin	100	VLOW	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Retina_A	100	SOK	S1	Neuronal	Neuronal	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Sperm	100	OK	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Spleen_A	100	LOW	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	SwimBladder	100	LOW	S1	Other	Other	Zebrafish
suz12a	DreEX0076606	chr3:35733150-35733218	69	chr3:35733427,35733150-35733218,35733062	S	Testis_A	100	SOK	S1	Other	Other	Zebrafish
